Entity,Code,Date,daily_vaccinations
Texas,,2/14/2021,126730
Texas,,2/15/2021,124715
Texas,,2/16/2021,117172
Texas,,2/17/2021,106240
Texas,,2/18/2021,89324
Texas,,2/19/2021,95577
Texas,,2/20/2021,86673
Texas,,2/21/2021,77160
Texas,,2/22/2021,73731
Texas,,2/23/2021,77700
Texas,,2/24/2021,87380
Texas,,2/25/2021,110504
Texas,,2/26/2021,104351
Texas,,2/27/2021,111466
Texas,,2/28/2021,127535
Texas,,3/1/2021,123045
Texas,,3/2/2021,165192
Texas,,3/3/2021,181084
Texas,,3/4/2021,181691
Texas,,3/5/2021,188300
Texas,,3/6/2021,204902
Texas,,3/7/2021,195936
Texas,,3/8/2021,214144
Texas,,3/9/2021,191891
Texas,,3/10/2021,191158
Texas,,3/11/2021,193081
Texas,,3/12/2021,202045
Texas,,3/13/2021,204566
Texas,,3/14/2021,211968
United States,USA,12/21/2020,57909
United States,USA,12/22/2020,127432
United States,USA,12/23/2020,150606
United States,USA,12/24/2020,191001
United States,USA,12/25/2020,215238
United States,USA,12/26/2020,231396
United States,USA,12/27/2020,211379
United States,USA,12/28/2020,216147
United States,USA,12/29/2020,235685
United States,USA,12/30/2020,255223
United States,USA,12/31/2020,278776
United States,USA,1/1/2021,302329
United States,USA,1/2/2021,325882
United States,USA,1/3/2021,336949
United States,USA,1/4/2021,348017
United States,USA,1/5/2021,339372
United States,USA,1/6/2021,358887
United States,USA,1/7/2021,378253
United States,USA,1/8/2021,419933
United States,USA,1/9/2021,461263
United States,USA,1/10/2021,546636
United States,USA,1/11/2021,632009
United States,USA,1/12/2021,641524
United States,USA,1/13/2021,710238
United States,USA,1/14/2021,747082
United States,USA,1/15/2021,798707
United States,USA,1/16/2021,811670
United States,USA,1/17/2021,824632
United States,USA,1/18/2021,837595
United States,USA,1/19/2021,911493
United States,USA,1/20/2021,892403
United States,USA,1/21/2021,913912
United States,USA,1/22/2021,975540
United States,USA,1/23/2021,1057387
United States,USA,1/24/2021,1122182
United States,USA,1/25/2021,1126251
United States,USA,1/26/2021,1119058
United States,USA,1/27/2021,1161050
United States,USA,1/28/2021,1235330
United States,USA,1/29/2021,1253815
United States,USA,1/30/2021,1291416
United States,USA,1/31/2021,1324949
United States,USA,2/1/2021,1355451
United States,USA,2/2/2021,1319981
United States,USA,2/3/2021,1317946
United States,USA,2/4/2021,1287147
United States,USA,2/5/2021,1276364
United States,USA,2/6/2021,1351437
United States,USA,2/7/2021,1441091
United States,USA,2/8/2021,1456459
United States,USA,2/9/2021,1489333
United States,USA,2/10/2021,1555959
United States,USA,2/11/2021,1598080
United States,USA,2/12/2021,1655907
United States,USA,2/13/2021,1657703
United States,USA,2/14/2021,1667631
United States,USA,2/15/2021,1662106
United States,USA,2/16/2021,1716311
United States,USA,2/17/2021,1644551
United States,USA,2/18/2021,1621071
United States,USA,2/19/2021,1596355
United States,USA,2/20/2021,1521088
United States,USA,2/21/2021,1458040
United States,USA,2/22/2021,1446445
United States,USA,2/23/2021,1401674
United States,USA,2/24/2021,1454731
United States,USA,2/25/2021,1505193
United States,USA,2/26/2021,1552717
United States,USA,2/27/2021,1645240
United States,USA,2/28/2021,1735053
United States,USA,3/1/2021,1817502
United States,USA,3/2/2021,1942788
United States,USA,3/3/2021,2010790
United States,USA,3/4/2021,2042676
United States,USA,3/5/2021,2079147
United States,USA,3/6/2021,2158020
United States,USA,3/7/2021,2159392
United States,USA,3/8/2021,2169981
United States,USA,3/9/2021,2151571
United States,USA,3/10/2021,2168688
United States,USA,3/11/2021,2233006
United States,USA,3/12/2021,2302844
United States,USA,3/13/2021,2541597
United States,USA,3/14/2021,2386932
Utah,,1/13/2021,8811
Utah,,1/14/2021,10080
Utah,,1/15/2021,10995
Utah,,1/16/2021,10433
Utah,,1/17/2021,10096
Utah,,1/18/2021,9872
Utah,,1/19/2021,9711
Utah,,1/20/2021,11108
Utah,,1/21/2021,10599
Utah,,1/22/2021,10646
Utah,,1/23/2021,9396
Utah,,1/24/2021,8146
Utah,,1/25/2021,10650
Utah,,1/26/2021,9602
Utah,,1/27/2021,8288
Utah,,1/28/2021,7176
Utah,,1/29/2021,9771
Utah,,1/30/2021,11967
Utah,,1/31/2021,11967
Utah,,2/1/2021,13432
Utah,,2/2/2021,13460
Utah,,2/3/2021,12118
Utah,,2/4/2021,16237
Utah,,2/5/2021,15053
Utah,,2/6/2021,16255
Utah,,2/7/2021,16255
Utah,,2/8/2021,26228
Utah,,2/9/2021,26519
Utah,,2/10/2021,26519
Utah,,2/11/2021,22400
Utah,,2/12/2021,19110
Utah,,2/13/2021,15712
Utah,,2/14/2021,15712
Utah,,2/15/2021,2117
Utah,,2/16/2021,3195
Utah,,2/17/2021,3195
Utah,,2/18/2021,5925
Utah,,2/19/2021,10626
Utah,,2/20/2021,14258
Utah,,2/21/2021,14330
Utah,,2/22/2021,12775
Utah,,2/23/2021,11202
Utah,,2/24/2021,13791
Utah,,2/25/2021,15753
Utah,,2/26/2021,11132
Utah,,2/27/2021,11115
Utah,,2/28/2021,11132
Utah,,3/1/2021,11090
Utah,,3/2/2021,15893
Utah,,3/3/2021,16677
Utah,,3/4/2021,12054
Utah,,3/5/2021,19168
Utah,,3/6/2021,20651
Utah,,3/7/2021,20666
Utah,,3/8/2021,20744
Utah,,3/9/2021,22533
Utah,,3/10/2021,22455
Utah,,3/11/2021,22481
Utah,,3/12/2021,21233
Utah,,3/13/2021,20756
Utah,,3/14/2021,24904
Vermont,,1/13/2021,3814
Vermont,,1/14/2021,1907
Vermont,,1/15/2021,2238
Vermont,,1/16/2021,2185
Vermont,,1/17/2021,2154
Vermont,,1/18/2021,2133
Vermont,,1/19/2021,2118
Vermont,,1/20/2021,1606
Vermont,,1/21/2021,1895
Vermont,,1/22/2021,1997
Vermont,,1/23/2021,2133
Vermont,,1/24/2021,2192
Vermont,,1/25/2021,2153
Vermont,,1/26/2021,1976
Vermont,,1/27/2021,2080
Vermont,,1/28/2021,2291
Vermont,,1/29/2021,2184
Vermont,,1/30/2021,2050
Vermont,,1/31/2021,2187
Vermont,,2/1/2021,2686
Vermont,,2/2/2021,2801
Vermont,,2/3/2021,2763
Vermont,,2/4/2021,2618
Vermont,,2/5/2021,2617
Vermont,,2/6/2021,2745
Vermont,,2/7/2021,2857
Vermont,,2/8/2021,2557
Vermont,,2/9/2021,2717
Vermont,,2/10/2021,2735
Vermont,,2/11/2021,2816
Vermont,,2/12/2021,2855
Vermont,,2/13/2021,2818
Vermont,,2/14/2021,2801
Vermont,,2/15/2021,2937
Vermont,,2/16/2021,3136
Vermont,,2/17/2021,3157
Vermont,,2/18/2021,3039
Vermont,,2/19/2021,3940
Vermont,,2/20/2021,4199
Vermont,,2/21/2021,4337
Vermont,,2/22/2021,4364
Vermont,,2/23/2021,4157
Vermont,,2/24/2021,4144
Vermont,,2/25/2021,4235
Vermont,,2/26/2021,3417
Vermont,,2/27/2021,3545
Vermont,,2/28/2021,3631
Vermont,,3/1/2021,3802
Vermont,,3/2/2021,3925
Vermont,,3/3/2021,4030
Vermont,,3/4/2021,3991
Vermont,,3/5/2021,4006
Vermont,,3/6/2021,3914
Vermont,,3/7/2021,4139
Vermont,,3/8/2021,4384
Vermont,,3/9/2021,4620
Vermont,,3/10/2021,4847
Vermont,,3/11/2021,5185
Vermont,,3/12/2021,5416
Vermont,,3/13/2021,6755
Vermont,,3/14/2021,5726
Veterans Health,,1/13/2021,27623
Veterans Health,,1/14/2021,28972
Veterans Health,,1/15/2021,30339
Veterans Health,,1/16/2021,28907
Veterans Health,,1/17/2021,28047
Veterans Health,,1/18/2021,27474
Veterans Health,,1/19/2021,27065
Veterans Health,,1/20/2021,25456
Veterans Health,,1/21/2021,34652
Veterans Health,,1/22/2021,37413
Veterans Health,,1/23/2021,40173
Veterans Health,,1/24/2021,42465
Veterans Health,,1/25/2021,44454
Veterans Health,,1/26/2021,41020
Veterans Health,,1/27/2021,44791
Veterans Health,,1/28/2021,37870
Veterans Health,,1/29/2021,37405
Veterans Health,,1/30/2021,37816
Veterans Health,,1/31/2021,38290
Veterans Health,,2/1/2021,37224
Veterans Health,,2/2/2021,38574
Veterans Health,,2/3/2021,38266
Veterans Health,,2/4/2021,33404
Veterans Health,,2/5/2021,33788
Veterans Health,,2/6/2021,34643
Veterans Health,,2/7/2021,41146
Veterans Health,,2/8/2021,42230
Veterans Health,,2/9/2021,42169
Veterans Health,,2/10/2021,44123
Veterans Health,,2/11/2021,50169
Veterans Health,,2/12/2021,51618
Veterans Health,,2/13/2021,53122
Veterans Health,,2/14/2021,54361
Veterans Health,,2/15/2021,55401
Veterans Health,,2/16/2021,60593
Veterans Health,,2/17/2021,56780
Veterans Health,,2/18/2021,56617
Veterans Health,,2/19/2021,53673
Veterans Health,,2/20/2021,51472
Veterans Health,,2/21/2021,44351
Veterans Health,,2/22/2021,44339
Veterans Health,,2/23/2021,44301
Veterans Health,,2/24/2021,45065
Veterans Health,,2/25/2021,43416
Veterans Health,,2/26/2021,43288
Veterans Health,,2/27/2021,53655
Veterans Health,,2/28/2021,56055
Veterans Health,,3/1/2021,57043
Veterans Health,,3/2/2021,52829
Veterans Health,,3/3/2021,54920
Veterans Health,,3/4/2021,56918
Veterans Health,,3/5/2021,59672
Veterans Health,,3/6/2021,51260
Veterans Health,,3/7/2021,50649
Veterans Health,,3/8/2021,50283
Veterans Health,,3/9/2021,49448
Veterans Health,,3/10/2021,50738
Veterans Health,,3/11/2021,52614
Veterans Health,,3/12/2021,54509
Veterans Health,,3/13/2021,66893
Veterans Health,,3/14/2021,58255
Virgin Islands,,1/13/2021,315
Virgin Islands,,1/14/2021,272
Virgin Islands,,1/15/2021,250
Virgin Islands,,1/16/2021,219
Virgin Islands,,1/17/2021,201
Virgin Islands,,1/18/2021,188
Virgin Islands,,1/19/2021,179
Virgin Islands,,1/20/2021,175
Virgin Islands,,1/21/2021,189
Virgin Islands,,1/22/2021,206
Virgin Islands,,1/23/2021,228
Virgin Islands,,1/24/2021,214
Virgin Islands,,1/25/2021,199
Virgin Islands,,1/26/2021,230
Virgin Islands,,1/27/2021,251
Virgin Islands,,1/28/2021,268
Virgin Islands,,1/29/2021,312
Virgin Islands,,1/30/2021,373
Virgin Islands,,1/31/2021,376
Virgin Islands,,2/1/2021,388
Virgin Islands,,2/2/2021,423
Virgin Islands,,2/3/2021,459
Virgin Islands,,2/4/2021,513
Virgin Islands,,2/5/2021,518
Virgin Islands,,2/6/2021,500
Virgin Islands,,2/7/2021,496
Virgin Islands,,2/8/2021,488
Virgin Islands,,2/9/2021,479
Virgin Islands,,2/10/2021,476
Virgin Islands,,2/11/2021,422
Virgin Islands,,2/12/2021,401
Virgin Islands,,2/13/2021,388
Virgin Islands,,2/14/2021,402
Virgin Islands,,2/15/2021,403
Virgin Islands,,2/16/2021,336
Virgin Islands,,2/17/2021,349
Virgin Islands,,2/18/2021,354
Virgin Islands,,2/19/2021,451
Virgin Islands,,2/20/2021,521
Virgin Islands,,2/21/2021,548
Virgin Islands,,2/22/2021,548
Virgin Islands,,2/23/2021,639
Virgin Islands,,2/24/2021,612
Virgin Islands,,2/25/2021,590
Virgin Islands,,2/26/2021,548
Virgin Islands,,2/27/2021,470
Virgin Islands,,2/28/2021,464
Virgin Islands,,3/1/2021,469
Virgin Islands,,3/2/2021,406
Virgin Islands,,3/3/2021,386
Virgin Islands,,3/4/2021,548
Virgin Islands,,3/5/2021,526
Virgin Islands,,3/6/2021,557
Virgin Islands,,3/7/2021,523
Virgin Islands,,3/8/2021,512
Virgin Islands,,3/9/2021,574
Virgin Islands,,3/10/2021,638
Virgin Islands,,3/11/2021,535
Virgin Islands,,3/12/2021,548
Virgin Islands,,3/13/2021,596
Virgin Islands,,3/14/2021,597
Virginia,,1/13/2021,27229
Virginia,,1/14/2021,13614
Virginia,,1/15/2021,17876
Virginia,,1/16/2021,18573
Virginia,,1/17/2021,18991
Virginia,,1/18/2021,19270
Virginia,,1/19/2021,19470
Virginia,,1/20/2021,17933
Virginia,,1/21/2021,20608
Virginia,,1/22/2021,22459
Virginia,,1/23/2021,23485
Virginia,,1/24/2021,23729
Virginia,,1/25/2021,25249
Virginia,,1/26/2021,38276
Virginia,,1/27/2021,40808
Virginia,,1/28/2021,43758
Virginia,,1/29/2021,46189
Virginia,,1/30/2021,50946
Virginia,,1/31/2021,54508
Virginia,,2/1/2021,55407
Virginia,,2/2/2021,43769
Virginia,,2/3/2021,41989
Virginia,,2/4/2021,40095
Virginia,,2/5/2021,38440
Virginia,,2/6/2021,38094
Virginia,,2/7/2021,38593
Virginia,,2/8/2021,37831
Virginia,,2/9/2021,37197
Virginia,,2/10/2021,37771
Virginia,,2/11/2021,39162
Virginia,,2/12/2021,40141
Virginia,,2/13/2021,39675
Virginia,,2/14/2021,35980
Virginia,,2/15/2021,36818
Virginia,,2/16/2021,38559
Virginia,,2/17/2021,38966
Virginia,,2/18/2021,40084
Virginia,,2/19/2021,52950
Virginia,,2/20/2021,48702
Virginia,,2/21/2021,50009
Virginia,,2/22/2021,48869
Virginia,,2/23/2021,47775
Virginia,,2/24/2021,49057
Virginia,,2/25/2021,49284
Virginia,,2/26/2021,39615
Virginia,,2/27/2021,47360
Virginia,,2/28/2021,54414
Virginia,,3/1/2021,57354
Virginia,,3/2/2021,57929
Virginia,,3/3/2021,59592
Virginia,,3/4/2021,62240
Virginia,,3/5/2021,59952
Virginia,,3/6/2021,55707
Virginia,,3/7/2021,51391
Virginia,,3/8/2021,49929
Virginia,,3/9/2021,54612
Virginia,,3/10/2021,56591
Virginia,,3/11/2021,57278
Virginia,,3/12/2021,58784
Virginia,,3/13/2021,62152
Virginia,,3/14/2021,63765
Washington,,1/13/2021,12671
Washington,,1/14/2021,14836
Washington,,1/15/2021,15680
Washington,,1/16/2021,16672
Washington,,1/17/2021,17267
Washington,,1/18/2021,17664
Washington,,1/19/2021,17948
Washington,,1/20/2021,19790
Washington,,1/21/2021,21169
Washington,,1/22/2021,22933
Washington,,1/23/2021,24963
Washington,,1/24/2021,23926
Washington,,1/25/2021,26748
Washington,,1/26/2021,26630
Washington,,1/27/2021,26811
Washington,,1/28/2021,28245
Washington,,1/29/2021,29134
Washington,,1/30/2021,29565
Washington,,1/31/2021,33566
Washington,,2/1/2021,33117
Washington,,2/2/2021,33451
Washington,,2/3/2021,33073
Washington,,2/4/2021,32318
Washington,,2/5/2021,31553
Washington,,2/6/2021,31975
Washington,,2/7/2021,31539
Washington,,2/8/2021,31046
Washington,,2/9/2021,29919
Washington,,2/10/2021,34713
Washington,,2/11/2021,34669
Washington,,2/12/2021,36081
Washington,,2/13/2021,36287
Washington,,2/14/2021,37336
Washington,,2/15/2021,35136
Washington,,2/16/2021,35726
Washington,,2/17/2021,30996
Washington,,2/18/2021,30817
Washington,,2/19/2021,40241
Washington,,2/20/2021,40779
Washington,,2/21/2021,39719
Washington,,2/22/2021,42211
Washington,,2/23/2021,41755
Washington,,2/24/2021,41214
Washington,,2/25/2021,43809
Washington,,2/26/2021,35285
Washington,,2/27/2021,37087
Washington,,2/28/2021,40672
Washington,,3/1/2021,45811
Washington,,3/2/2021,49655
Washington,,3/3/2021,53397
Washington,,3/4/2021,54350
Washington,,3/5/2021,55977
Washington,,3/6/2021,57804
Washington,,3/7/2021,59244
Washington,,3/8/2021,59036
Washington,,3/9/2021,59146
Washington,,3/10/2021,59317
Washington,,3/11/2021,62656
Washington,,3/12/2021,62964
Washington,,3/13/2021,61473
Washington,,3/14/2021,59802
West Virginia,,1/13/2021,7379
West Virginia,,1/14/2021,7665
West Virginia,,1/15/2021,10292
West Virginia,,1/16/2021,8872
West Virginia,,1/17/2021,8020
West Virginia,,1/18/2021,7452
West Virginia,,1/19/2021,7047
West Virginia,,1/20/2021,6845
West Virginia,,1/21/2021,6984
West Virginia,,1/22/2021,6651
West Virginia,,1/23/2021,8004
West Virginia,,1/24/2021,8493
West Virginia,,1/25/2021,7992
West Virginia,,1/26/2021,8262
West Virginia,,1/27/2021,8044
West Virginia,,1/28/2021,8151
West Virginia,,1/29/2021,8457
West Virginia,,1/30/2021,8794
West Virginia,,1/31/2021,8127
West Virginia,,2/1/2021,8048
West Virginia,,2/2/2021,7673
West Virginia,,2/3/2021,7591
West Virginia,,2/4/2021,7450
West Virginia,,2/5/2021,7408
West Virginia,,2/6/2021,8353
West Virginia,,2/7/2021,8896
West Virginia,,2/8/2021,9009
West Virginia,,2/9/2021,9030
West Virginia,,2/10/2021,9216
West Virginia,,2/11/2021,9147
West Virginia,,2/12/2021,8515
West Virginia,,2/13/2021,8749
West Virginia,,2/14/2021,9220
West Virginia,,2/15/2021,9532
West Virginia,,2/16/2021,9461
West Virginia,,2/17/2021,9062
West Virginia,,2/18/2021,8965
West Virginia,,2/19/2021,12741
West Virginia,,2/20/2021,11711
West Virginia,,2/21/2021,10990
West Virginia,,2/22/2021,10783
West Virginia,,2/23/2021,11000
West Virginia,,2/24/2021,11210
West Virginia,,2/25/2021,11715
West Virginia,,2/26/2021,8757
West Virginia,,2/27/2021,9710
West Virginia,,2/28/2021,9826
West Virginia,,3/1/2021,9780
West Virginia,,3/2/2021,9413
West Virginia,,3/3/2021,9568
West Virginia,,3/4/2021,9702
West Virginia,,3/5/2021,10366
West Virginia,,3/6/2021,9723
West Virginia,,3/7/2021,9878
West Virginia,,3/8/2021,9765
West Virginia,,3/9/2021,9973
West Virginia,,3/10/2021,9951
West Virginia,,3/11/2021,10386
West Virginia,,3/12/2021,11052
West Virginia,,3/13/2021,12176
West Virginia,,3/14/2021,11842
Wisconsin,,1/13/2021,0
Wisconsin,,1/14/2021,6351
Wisconsin,,1/15/2021,10850
Wisconsin,,1/16/2021,10868
Wisconsin,,1/17/2021,10880
Wisconsin,,1/18/2021,10887
Wisconsin,,1/19/2021,10892
Wisconsin,,1/20/2021,12177
Wisconsin,,1/21/2021,12686
Wisconsin,,1/22/2021,13003
Wisconsin,,1/23/2021,14986
Wisconsin,,1/24/2021,16663
Wisconsin,,1/25/2021,16186
Wisconsin,,1/26/2021,14943
Wisconsin,,1/27/2021,16147
Wisconsin,,1/28/2021,17594
Wisconsin,,1/29/2021,20864
Wisconsin,,1/30/2021,23517
Wisconsin,,1/31/2021,26110
Wisconsin,,2/1/2021,28216
Wisconsin,,2/2/2021,29134
Wisconsin,,2/3/2021,30379
Wisconsin,,2/4/2021,26714
Wisconsin,,2/5/2021,26898
Wisconsin,,2/6/2021,26856
Wisconsin,,2/7/2021,35924
Wisconsin,,2/8/2021,35695
Wisconsin,,2/9/2021,35326
Wisconsin,,2/10/2021,35504
Wisconsin,,2/11/2021,39623
Wisconsin,,2/12/2021,38475
Wisconsin,,2/13/2021,39698
Wisconsin,,2/14/2021,30412
Wisconsin,,2/15/2021,30043
Wisconsin,,2/16/2021,31768
Wisconsin,,2/17/2021,30827
Wisconsin,,2/18/2021,30553
Wisconsin,,2/19/2021,38988
Wisconsin,,2/20/2021,38929
Wisconsin,,2/21/2021,39315
Wisconsin,,2/22/2021,39824
Wisconsin,,2/23/2021,38279
Wisconsin,,2/24/2021,38605
Wisconsin,,2/25/2021,39149
Wisconsin,,2/26/2021,31793
Wisconsin,,2/27/2021,33258
Wisconsin,,2/28/2021,34279
Wisconsin,,3/1/2021,35514
Wisconsin,,3/2/2021,37365
Wisconsin,,3/3/2021,38650
Wisconsin,,3/4/2021,40300
Wisconsin,,3/5/2021,42401
Wisconsin,,3/6/2021,42845
Wisconsin,,3/7/2021,42786
Wisconsin,,3/8/2021,43428
Wisconsin,,3/9/2021,41608
Wisconsin,,3/10/2021,40936
Wisconsin,,3/11/2021,40802
Wisconsin,,3/12/2021,41145
Wisconsin,,3/13/2021,50069
Wisconsin,,3/14/2021,43257
Wyoming,,1/13/2021,1327
Wyoming,,1/14/2021,1654
Wyoming,,1/15/2021,2093
Wyoming,,1/16/2021,1902
Wyoming,,1/17/2021,1787
Wyoming,,1/18/2021,1710
Wyoming,,1/19/2021,1656
Wyoming,,1/20/2021,1645
Wyoming,,1/21/2021,1362
Wyoming,,1/22/2021,1686
Wyoming,,1/23/2021,1927
Wyoming,,1/24/2021,2200
Wyoming,,1/25/2021,2061
Wyoming,,1/26/2021,1897
Wyoming,,1/27/2021,2017
Wyoming,,1/28/2021,2017
Wyoming,,1/29/2021,2088
Wyoming,,1/30/2021,1658
Wyoming,,1/31/2021,2317
Wyoming,,2/1/2021,2509
Wyoming,,2/2/2021,2526
Wyoming,,2/3/2021,2479
Wyoming,,2/4/2021,2479
Wyoming,,2/5/2021,2607
Wyoming,,2/6/2021,3242
Wyoming,,2/7/2021,2119
Wyoming,,2/8/2021,2534
Wyoming,,2/9/2021,2491
Wyoming,,2/10/2021,2677
Wyoming,,2/11/2021,2677
Wyoming,,2/12/2021,3103
Wyoming,,2/13/2021,2469
Wyoming,,2/14/2021,3892
Wyoming,,2/15/2021,3312
Wyoming,,2/16/2021,3390
Wyoming,,2/17/2021,2953
Wyoming,,2/18/2021,3702
Wyoming,,2/19/2021,5025
Wyoming,,2/20/2021,5703
Wyoming,,2/21/2021,4339
Wyoming,,2/22/2021,5142
Wyoming,,2/23/2021,5140
Wyoming,,2/24/2021,5169
Wyoming,,2/25/2021,5160
Wyoming,,2/26/2021,3038
Wyoming,,2/27/2021,3218
Wyoming,,2/28/2021,3847
Wyoming,,3/1/2021,3015
Wyoming,,3/2/2021,2945
Wyoming,,3/3/2021,3793
Wyoming,,3/4/2021,3093
Wyoming,,3/5/2021,3019
Wyoming,,3/6/2021,3702
Wyoming,,3/7/2021,3091
Wyoming,,3/8/2021,4120
Wyoming,,3/9/2021,4148
Wyoming,,3/10/2021,3895
Wyoming,,3/11/2021,3911
Wyoming,,3/12/2021,4646
Wyoming,,3/13/2021,4085
Wyoming,,3/14/2021,4839
