Entity,Code,Date,people_fully_vaccinated_per_hundred
Virgin Islands,,1/23/2021,0.39
Virgin Islands,,1/24/2021,0.39
Virgin Islands,,1/25/2021,0.4
Virgin Islands,,1/26/2021,0.47
Virgin Islands,,1/27/2021,0.61
Virgin Islands,,1/28/2021,0.69
Virgin Islands,,1/29/2021,0.85
Virgin Islands,,1/30/2021,1.02
Virgin Islands,,1/31/2021,1.04
Virgin Islands,,2/1/2021,1.04
Virgin Islands,,2/2/2021,1.21
Virgin Islands,,2/3/2021,1.41
Virgin Islands,,2/4/2021,1.89
Virgin Islands,,2/5/2021,2.11
Virgin Islands,,2/6/2021,2.39
Virgin Islands,,2/7/2021,2.39
Virgin Islands,,2/8/2021,2.4
Virgin Islands,,2/9/2021,2.63
Virgin Islands,,2/10/2021,2.82
Virgin Islands,,2/11/2021,2.99
Virgin Islands,,2/12/2021,3.14
Virgin Islands,,2/13/2021,3.38
Virgin Islands,,2/14/2021,3.4
Virgin Islands,,2/16/2021,3.45
Virgin Islands,,2/17/2021,3.69
Virgin Islands,,2/18/2021,3.99
Virgin Islands,,2/19/2021,4.25
Virgin Islands,,2/20/2021,4.57
Virgin Islands,,2/21/2021,4.66
Virgin Islands,,2/22/2021,4.72
Virgin Islands,,2/23/2021,4.99
Virgin Islands,,2/24/2021,5.26
Virgin Islands,,2/25/2021,5.41
Virgin Islands,,2/26/2021,5.79
Virgin Islands,,2/27/2021,6.09
Virgin Islands,,2/28/2021,6.15
Virgin Islands,,3/1/2021,6.24
Virgin Islands,,3/2/2021,6.35
Virgin Islands,,3/3/2021,6.54
Virgin Islands,,3/4/2021,6.87
Virgin Islands,,3/5/2021,7.12
Virgin Islands,,3/6/2021,7.28
Virgin Islands,,3/7/2021,7.28
Virgin Islands,,3/8/2021,7.21
Virgin Islands,,3/9/2021,7.32
Virgin Islands,,3/10/2021,7.54
Virgin Islands,,3/11/2021,7.74
Virgin Islands,,3/12/2021,7.95
Virgin Islands,,3/13/2021,8.18
Virgin Islands,,3/14/2021,8.18
Virginia,,1/15/2021,0.33
Virginia,,1/19/2021,0.41
Virginia,,1/20/2021,0.44
Virginia,,1/21/2021,0.47
Virginia,,1/22/2021,0.54
Virginia,,1/23/2021,0.57
Virginia,,1/24/2021,0.6
Virginia,,1/25/2021,0.7
Virginia,,1/26/2021,0.85
Virginia,,1/27/2021,0.93
Virginia,,1/28/2021,1.05
Virginia,,1/29/2021,1.17
Virginia,,1/30/2021,1.3
Virginia,,1/31/2021,1.39
Virginia,,2/1/2021,1.48
Virginia,,2/2/2021,1.55
Virginia,,2/3/2021,1.62
Virginia,,2/4/2021,1.72
Virginia,,2/5/2021,1.87
Virginia,,2/6/2021,2.12
Virginia,,2/7/2021,2.32
Virginia,,2/8/2021,2.45
Virginia,,2/9/2021,2.58
Virginia,,2/10/2021,2.71
Virginia,,2/11/2021,2.9
Virginia,,2/12/2021,3.2
Virginia,,2/13/2021,3.59
Virginia,,2/14/2021,3.75
Virginia,,2/16/2021,4.15
Virginia,,2/17/2021,4.32
Virginia,,2/18/2021,4.64
Virginia,,2/19/2021,5.39
Virginia,,2/20/2021,5.59
Virginia,,2/21/2021,5.87
Virginia,,2/22/2021,6.1
Virginia,,2/23/2021,6.29
Virginia,,2/24/2021,6.54
Virginia,,2/25/2021,6.87
Virginia,,2/26/2021,7.41
Virginia,,2/27/2021,7.78
Virginia,,2/28/2021,8.4
Virginia,,3/1/2021,8.63
Virginia,,3/2/2021,8.77
Virginia,,3/3/2021,9.01
Virginia,,3/4/2021,9.31
Virginia,,3/5/2021,9.59
Virginia,,3/6/2021,9.84
Virginia,,3/7/2021,10.06
Virginia,,3/8/2021,10.42
Virginia,,3/9/2021,10.75
Virginia,,3/10/2021,11.13
Virginia,,3/11/2021,11.55
Virginia,,3/12/2021,11.91
Virginia,,3/13/2021,12.27
Virginia,,3/14/2021,12.5
Washington,,1/12/2021,0.23
Washington,,1/13/2021,0.3
Washington,,1/15/2021,0.41
Washington,,1/19/2021,0.59
Washington,,1/20/2021,0.65
Washington,,1/21/2021,0.73
Washington,,1/22/2021,0.82
Washington,,1/23/2021,0.88
Washington,,1/24/2021,0.9
Washington,,1/25/2021,0.97
Washington,,1/26/2021,1
Washington,,1/27/2021,1.07
Washington,,1/28/2021,1.2
Washington,,1/29/2021,1.31
Washington,,1/30/2021,1.42
Washington,,1/31/2021,1.54
Washington,,2/1/2021,1.66
Washington,,2/2/2021,1.72
Washington,,2/3/2021,1.81
Washington,,2/4/2021,1.94
Washington,,2/5/2021,2.07
Washington,,2/6/2021,2.25
Washington,,2/7/2021,2.41
Washington,,2/8/2021,2.54
Washington,,2/9/2021,2.61
Washington,,2/10/2021,2.83
Washington,,2/11/2021,3.01
Washington,,2/12/2021,3.25
Washington,,2/13/2021,3.46
Washington,,2/14/2021,3.7
Washington,,2/16/2021,3.9
Washington,,2/17/2021,4.11
Washington,,2/18/2021,4.3
Washington,,2/19/2021,4.79
Washington,,2/20/2021,5.12
Washington,,2/21/2021,5.4
Washington,,2/22/2021,5.71
Washington,,2/23/2021,5.82
Washington,,2/24/2021,5.98
Washington,,2/25/2021,6.37
Washington,,2/26/2021,6.74
Washington,,2/27/2021,7.18
Washington,,2/28/2021,7.62
Washington,,3/1/2021,8.13
Washington,,3/2/2021,8.4
Washington,,3/3/2021,8.7
Washington,,3/4/2021,8.98
Washington,,3/5/2021,9.31
Washington,,3/6/2021,9.64
Washington,,3/7/2021,9.98
Washington,,3/8/2021,10.35
Washington,,3/9/2021,10.56
Washington,,3/10/2021,10.76
Washington,,3/11/2021,11.22
Washington,,3/12/2021,11.54
Washington,,3/13/2021,11.84
Washington,,3/14/2021,12.17
West Virginia,,1/15/2021,1.18
West Virginia,,1/19/2021,1.32
West Virginia,,1/20/2021,1.43
West Virginia,,1/21/2021,1.76
West Virginia,,1/22/2021,1.97
West Virginia,,1/23/2021,2.12
West Virginia,,1/24/2021,2.18
West Virginia,,1/25/2021,2.2
West Virginia,,1/26/2021,2.39
West Virginia,,1/27/2021,2.52
West Virginia,,1/28/2021,2.84
West Virginia,,1/29/2021,3.24
West Virginia,,1/30/2021,3.64
West Virginia,,1/31/2021,3.75
West Virginia,,2/1/2021,3.76
West Virginia,,2/2/2021,3.9
West Virginia,,2/3/2021,4.04
West Virginia,,2/4/2021,4.37
West Virginia,,2/5/2021,4.89
West Virginia,,2/6/2021,5.59
West Virginia,,2/7/2021,5.8
West Virginia,,2/8/2021,5.84
West Virginia,,2/9/2021,6.01
West Virginia,,2/10/2021,6.16
West Virginia,,2/11/2021,6.39
West Virginia,,2/12/2021,6.74
West Virginia,,2/13/2021,7.47
West Virginia,,2/14/2021,7.75
West Virginia,,2/16/2021,7.97
West Virginia,,2/17/2021,8.06
West Virginia,,2/18/2021,8.3
West Virginia,,2/19/2021,9
West Virginia,,2/20/2021,9.47
West Virginia,,2/21/2021,9.66
West Virginia,,2/22/2021,9.73
West Virginia,,2/23/2021,9.86
West Virginia,,2/24/2021,9.99
West Virginia,,2/25/2021,10.34
West Virginia,,2/26/2021,10.8
West Virginia,,2/27/2021,11.48
West Virginia,,2/28/2021,11.7
West Virginia,,3/1/2021,11.75
West Virginia,,3/2/2021,11.81
West Virginia,,3/3/2021,11.94
West Virginia,,3/4/2021,12.15
West Virginia,,3/5/2021,12.51
West Virginia,,3/6/2021,12.88
West Virginia,,3/7/2021,13.01
West Virginia,,3/8/2021,12.84
West Virginia,,3/9/2021,12.91
West Virginia,,3/10/2021,12.99
West Virginia,,3/11/2021,13.32
West Virginia,,3/12/2021,13.77
West Virginia,,3/13/2021,14.41
West Virginia,,3/14/2021,14.51
Wisconsin,,1/12/2021,0.19
Wisconsin,,1/13/2021,0.19
Wisconsin,,1/15/2021,0.29
Wisconsin,,1/19/2021,0.41
Wisconsin,,1/20/2021,0.47
Wisconsin,,1/21/2021,0.55
Wisconsin,,1/22/2021,0.65
Wisconsin,,1/23/2021,0.73
Wisconsin,,1/24/2021,0.78
Wisconsin,,1/25/2021,0.81
Wisconsin,,1/26/2021,0.82
Wisconsin,,1/27/2021,0.9
Wisconsin,,1/28/2021,0.99
Wisconsin,,1/29/2021,1.12
Wisconsin,,1/30/2021,1.24
Wisconsin,,1/31/2021,1.36
Wisconsin,,2/1/2021,1.39
Wisconsin,,2/2/2021,1.4
Wisconsin,,2/3/2021,1.46
Wisconsin,,2/4/2021,1.46
Wisconsin,,2/5/2021,1.66
Wisconsin,,2/6/2021,1.89
Wisconsin,,2/7/2021,2.63
Wisconsin,,2/8/2021,2.73
Wisconsin,,2/9/2021,2.76
Wisconsin,,2/10/2021,2.89
Wisconsin,,2/11/2021,3.03
Wisconsin,,2/12/2021,3.26
Wisconsin,,2/13/2021,3.71
Wisconsin,,2/14/2021,4.03
Wisconsin,,2/16/2021,4.18
Wisconsin,,2/17/2021,4.34
Wisconsin,,2/18/2021,4.57
Wisconsin,,2/19/2021,5.26
Wisconsin,,2/20/2021,5.75
Wisconsin,,2/21/2021,6.17
Wisconsin,,2/22/2021,6.39
Wisconsin,,2/23/2021,6.46
Wisconsin,,2/24/2021,6.71
Wisconsin,,2/25/2021,7.05
Wisconsin,,2/26/2021,7.51
Wisconsin,,2/27/2021,8.08
Wisconsin,,2/28/2021,8.56
Wisconsin,,3/1/2021,8.85
Wisconsin,,3/2/2021,8.97
Wisconsin,,3/3/2021,9.21
Wisconsin,,3/4/2021,9.56
Wisconsin,,3/5/2021,9.98
Wisconsin,,3/6/2021,10.41
Wisconsin,,3/7/2021,10.74
Wisconsin,,3/8/2021,10.99
Wisconsin,,3/9/2021,11.03
Wisconsin,,3/10/2021,11.21
Wisconsin,,3/11/2021,11.48
Wisconsin,,3/12/2021,11.88
Wisconsin,,3/13/2021,12.66
Wisconsin,,3/14/2021,12.67
Wyoming,,1/12/2021,0.37
Wyoming,,1/13/2021,0.44
Wyoming,,1/15/2021,0.48
Wyoming,,1/19/2021,0.56
Wyoming,,1/20/2021,0.59
Wyoming,,1/21/2021,0.59
Wyoming,,1/22/2021,0.78
Wyoming,,1/23/2021,0.82
Wyoming,,1/24/2021,0.85
Wyoming,,1/25/2021,0.85
Wyoming,,1/26/2021,0.85
Wyoming,,1/27/2021,0.94
Wyoming,,1/28/2021,0.94
Wyoming,,1/29/2021,1.33
Wyoming,,1/30/2021,1.33
Wyoming,,1/31/2021,1.61
Wyoming,,2/1/2021,1.67
Wyoming,,2/2/2021,1.7
Wyoming,,2/3/2021,1.81
Wyoming,,2/4/2021,1.81
Wyoming,,2/5/2021,2.22
Wyoming,,2/6/2021,2.56
Wyoming,,2/7/2021,2.56
Wyoming,,2/8/2021,2.89
Wyoming,,2/9/2021,2.89
Wyoming,,2/10/2021,3.14
Wyoming,,2/11/2021,3.14
Wyoming,,2/12/2021,3.98
Wyoming,,2/13/2021,3.98
Wyoming,,2/14/2021,4.69
Wyoming,,2/16/2021,4.76
Wyoming,,2/17/2021,4.76
Wyoming,,2/18/2021,5.2
Wyoming,,2/19/2021,6.33
Wyoming,,2/20/2021,6.79
Wyoming,,2/21/2021,6.82
Wyoming,,2/22/2021,7.48
Wyoming,,2/23/2021,7.53
Wyoming,,2/24/2021,7.56
Wyoming,,2/25/2021,8.09
Wyoming,,2/26/2021,8.47
Wyoming,,2/27/2021,9.09
Wyoming,,2/28/2021,9.5
Wyoming,,3/1/2021,9.56
Wyoming,,3/2/2021,9.56
Wyoming,,3/3/2021,10
Wyoming,,3/4/2021,10.03
Wyoming,,3/5/2021,10.38
Wyoming,,3/6/2021,11.26
Wyoming,,3/7/2021,11.3
Wyoming,,3/8/2021,11.79
Wyoming,,3/9/2021,11.8
Wyoming,,3/10/2021,12.25
Wyoming,,3/11/2021,12.3
Wyoming,,3/12/2021,12.97
Wyoming,,3/13/2021,13.48
Wyoming,,3/14/2021,13.92
