Entity,Code,Date,daily_vaccinations_per_million
Virgin Islands,,2/19/2021,4308
Virgin Islands,,2/20/2021,4977
Virgin Islands,,2/21/2021,5235
Virgin Islands,,2/22/2021,5235
Virgin Islands,,2/23/2021,6104
Virgin Islands,,2/24/2021,5846
Virgin Islands,,2/25/2021,5636
Virgin Islands,,2/26/2021,5235
Virgin Islands,,2/27/2021,4490
Virgin Islands,,2/28/2021,4433
Virgin Islands,,3/1/2021,4480
Virgin Islands,,3/2/2021,3878
Virgin Islands,,3/3/2021,3687
Virgin Islands,,3/4/2021,5235
Virgin Islands,,3/5/2021,5025
Virgin Islands,,3/6/2021,5321
Virgin Islands,,3/7/2021,4996
Virgin Islands,,3/8/2021,4891
Virgin Islands,,3/9/2021,5483
Virgin Islands,,3/10/2021,6095
Virgin Islands,,3/11/2021,5111
Virgin Islands,,3/12/2021,5235
Virgin Islands,,3/13/2021,5694
Virgin Islands,,3/14/2021,5703
Virginia,,1/13/2021,3190
Virginia,,1/14/2021,1595
Virginia,,1/15/2021,2094
Virginia,,1/16/2021,2176
Virginia,,1/17/2021,2225
Virginia,,1/18/2021,2258
Virginia,,1/19/2021,2281
Virginia,,1/20/2021,2101
Virginia,,1/21/2021,2414
Virginia,,1/22/2021,2631
Virginia,,1/23/2021,2751
Virginia,,1/24/2021,2780
Virginia,,1/25/2021,2958
Virginia,,1/26/2021,4484
Virginia,,1/27/2021,4781
Virginia,,1/28/2021,5127
Virginia,,1/29/2021,5411
Virginia,,1/30/2021,5969
Virginia,,1/31/2021,6386
Virginia,,2/1/2021,6491
Virginia,,2/2/2021,5128
Virginia,,2/3/2021,4919
Virginia,,2/4/2021,4697
Virginia,,2/5/2021,4504
Virginia,,2/6/2021,4463
Virginia,,2/7/2021,4521
Virginia,,2/8/2021,4432
Virginia,,2/9/2021,4358
Virginia,,2/10/2021,4425
Virginia,,2/11/2021,4588
Virginia,,2/12/2021,4703
Virginia,,2/13/2021,4648
Virginia,,2/14/2021,4215
Virginia,,2/15/2021,4314
Virginia,,2/16/2021,4517
Virginia,,2/17/2021,4565
Virginia,,2/18/2021,4696
Virginia,,2/19/2021,6203
Virginia,,2/20/2021,5706
Virginia,,2/21/2021,5859
Virginia,,2/22/2021,5725
Virginia,,2/23/2021,5597
Virginia,,2/24/2021,5747
Virginia,,2/25/2021,5774
Virginia,,2/26/2021,4641
Virginia,,2/27/2021,5549
Virginia,,2/28/2021,6375
Virginia,,3/1/2021,6719
Virginia,,3/2/2021,6787
Virginia,,3/3/2021,6982
Virginia,,3/4/2021,7292
Virginia,,3/5/2021,7024
Virginia,,3/6/2021,6526
Virginia,,3/7/2021,6021
Virginia,,3/8/2021,5850
Virginia,,3/9/2021,6398
Virginia,,3/10/2021,6630
Virginia,,3/11/2021,6711
Virginia,,3/12/2021,6887
Virginia,,3/13/2021,7282
Virginia,,3/14/2021,7471
Washington,,1/13/2021,1664
Washington,,1/14/2021,1948
Washington,,1/15/2021,2059
Washington,,1/16/2021,2189
Washington,,1/17/2021,2268
Washington,,1/18/2021,2320
Washington,,1/19/2021,2357
Washington,,1/20/2021,2599
Washington,,1/21/2021,2780
Washington,,1/22/2021,3012
Washington,,1/23/2021,3278
Washington,,1/24/2021,3142
Washington,,1/25/2021,3513
Washington,,1/26/2021,3497
Washington,,1/27/2021,3521
Washington,,1/28/2021,3709
Washington,,1/29/2021,3826
Washington,,1/30/2021,3883
Washington,,1/31/2021,4408
Washington,,2/1/2021,4349
Washington,,2/2/2021,4393
Washington,,2/3/2021,4343
Washington,,2/4/2021,4244
Washington,,2/5/2021,4144
Washington,,2/6/2021,4199
Washington,,2/7/2021,4142
Washington,,2/8/2021,4077
Washington,,2/9/2021,3929
Washington,,2/10/2021,4559
Washington,,2/11/2021,4553
Washington,,2/12/2021,4738
Washington,,2/13/2021,4765
Washington,,2/14/2021,4903
Washington,,2/15/2021,4614
Washington,,2/16/2021,4692
Washington,,2/17/2021,4070
Washington,,2/18/2021,4047
Washington,,2/19/2021,5285
Washington,,2/20/2021,5355
Washington,,2/21/2021,5216
Washington,,2/22/2021,5543
Washington,,2/23/2021,5483
Washington,,2/24/2021,5412
Washington,,2/25/2021,5753
Washington,,2/26/2021,4634
Washington,,2/27/2021,4870
Washington,,2/28/2021,5341
Washington,,3/1/2021,6016
Washington,,3/2/2021,6521
Washington,,3/3/2021,7012
Washington,,3/4/2021,7137
Washington,,3/5/2021,7351
Washington,,3/6/2021,7591
Washington,,3/7/2021,7780
Washington,,3/8/2021,7753
Washington,,3/9/2021,7767
Washington,,3/10/2021,7790
Washington,,3/11/2021,8228
Washington,,3/12/2021,8269
Washington,,3/13/2021,8073
Washington,,3/14/2021,7853
West Virginia,,1/13/2021,4117
West Virginia,,1/14/2021,4277
West Virginia,,1/15/2021,5743
West Virginia,,1/16/2021,4950
West Virginia,,1/17/2021,4475
West Virginia,,1/18/2021,4158
West Virginia,,1/19/2021,3932
West Virginia,,1/20/2021,3819
West Virginia,,1/21/2021,3897
West Virginia,,1/22/2021,3711
West Virginia,,1/23/2021,4466
West Virginia,,1/24/2021,4739
West Virginia,,1/25/2021,4459
West Virginia,,1/26/2021,4610
West Virginia,,1/27/2021,4488
West Virginia,,1/28/2021,4548
West Virginia,,1/29/2021,4719
West Virginia,,1/30/2021,4907
West Virginia,,1/31/2021,4535
West Virginia,,2/1/2021,4491
West Virginia,,2/2/2021,4281
West Virginia,,2/3/2021,4236
West Virginia,,2/4/2021,4157
West Virginia,,2/5/2021,4134
West Virginia,,2/6/2021,4661
West Virginia,,2/7/2021,4964
West Virginia,,2/8/2021,5027
West Virginia,,2/9/2021,5039
West Virginia,,2/10/2021,5142
West Virginia,,2/11/2021,5104
West Virginia,,2/12/2021,4751
West Virginia,,2/13/2021,4882
West Virginia,,2/14/2021,5145
West Virginia,,2/15/2021,5319
West Virginia,,2/16/2021,5279
West Virginia,,2/17/2021,5057
West Virginia,,2/18/2021,5002
West Virginia,,2/19/2021,7109
West Virginia,,2/20/2021,6535
West Virginia,,2/21/2021,6132
West Virginia,,2/22/2021,6017
West Virginia,,2/23/2021,6138
West Virginia,,2/24/2021,6255
West Virginia,,2/25/2021,6537
West Virginia,,2/26/2021,4886
West Virginia,,2/27/2021,5418
West Virginia,,2/28/2021,5483
West Virginia,,3/1/2021,5457
West Virginia,,3/2/2021,5252
West Virginia,,3/3/2021,5339
West Virginia,,3/4/2021,5414
West Virginia,,3/5/2021,5784
West Virginia,,3/6/2021,5425
West Virginia,,3/7/2021,5512
West Virginia,,3/8/2021,5449
West Virginia,,3/9/2021,5565
West Virginia,,3/10/2021,5553
West Virginia,,3/11/2021,5795
West Virginia,,3/12/2021,6167
West Virginia,,3/13/2021,6794
West Virginia,,3/14/2021,6608
Wisconsin,,1/13/2021,0
Wisconsin,,1/14/2021,1091
Wisconsin,,1/15/2021,1863
Wisconsin,,1/16/2021,1867
Wisconsin,,1/17/2021,1869
Wisconsin,,1/18/2021,1870
Wisconsin,,1/19/2021,1871
Wisconsin,,1/20/2021,2091
Wisconsin,,1/21/2021,2179
Wisconsin,,1/22/2021,2233
Wisconsin,,1/23/2021,2574
Wisconsin,,1/24/2021,2862
Wisconsin,,1/25/2021,2780
Wisconsin,,1/26/2021,2566
Wisconsin,,1/27/2021,2773
Wisconsin,,1/28/2021,3022
Wisconsin,,1/29/2021,3583
Wisconsin,,1/30/2021,4039
Wisconsin,,1/31/2021,4484
Wisconsin,,2/1/2021,4846
Wisconsin,,2/2/2021,5004
Wisconsin,,2/3/2021,5218
Wisconsin,,2/4/2021,4588
Wisconsin,,2/5/2021,4620
Wisconsin,,2/6/2021,4613
Wisconsin,,2/7/2021,6170
Wisconsin,,2/8/2021,6131
Wisconsin,,2/9/2021,6067
Wisconsin,,2/10/2021,6098
Wisconsin,,2/11/2021,6805
Wisconsin,,2/12/2021,6608
Wisconsin,,2/13/2021,6818
Wisconsin,,2/14/2021,5223
Wisconsin,,2/15/2021,5160
Wisconsin,,2/16/2021,5456
Wisconsin,,2/17/2021,5295
Wisconsin,,2/18/2021,5247
Wisconsin,,2/19/2021,6696
Wisconsin,,2/20/2021,6686
Wisconsin,,2/21/2021,6752
Wisconsin,,2/22/2021,6840
Wisconsin,,2/23/2021,6574
Wisconsin,,2/24/2021,6630
Wisconsin,,2/25/2021,6724
Wisconsin,,2/26/2021,5460
Wisconsin,,2/27/2021,5712
Wisconsin,,2/28/2021,5887
Wisconsin,,3/1/2021,6100
Wisconsin,,3/2/2021,6417
Wisconsin,,3/3/2021,6638
Wisconsin,,3/4/2021,6922
Wisconsin,,3/5/2021,7282
Wisconsin,,3/6/2021,7359
Wisconsin,,3/7/2021,7348
Wisconsin,,3/8/2021,7459
Wisconsin,,3/9/2021,7146
Wisconsin,,3/10/2021,7031
Wisconsin,,3/11/2021,7008
Wisconsin,,3/12/2021,7067
Wisconsin,,3/13/2021,8599
Wisconsin,,3/14/2021,7429
Wyoming,,1/13/2021,2293
Wyoming,,1/14/2021,2858
Wyoming,,1/15/2021,3616
Wyoming,,1/16/2021,3286
Wyoming,,1/17/2021,3088
Wyoming,,1/18/2021,2955
Wyoming,,1/19/2021,2861
Wyoming,,1/20/2021,2842
Wyoming,,1/21/2021,2353
Wyoming,,1/22/2021,2913
Wyoming,,1/23/2021,3330
Wyoming,,1/24/2021,3801
Wyoming,,1/25/2021,3561
Wyoming,,1/26/2021,3278
Wyoming,,1/27/2021,3485
Wyoming,,1/28/2021,3485
Wyoming,,1/29/2021,3608
Wyoming,,1/30/2021,2865
Wyoming,,1/31/2021,4003
Wyoming,,2/1/2021,4335
Wyoming,,2/2/2021,4365
Wyoming,,2/3/2021,4283
Wyoming,,2/4/2021,4283
Wyoming,,2/5/2021,4504
Wyoming,,2/6/2021,5602
Wyoming,,2/7/2021,3661
Wyoming,,2/8/2021,4378
Wyoming,,2/9/2021,4304
Wyoming,,2/10/2021,4625
Wyoming,,2/11/2021,4625
Wyoming,,2/12/2021,5361
Wyoming,,2/13/2021,4266
Wyoming,,2/14/2021,6725
Wyoming,,2/15/2021,5723
Wyoming,,2/16/2021,5857
Wyoming,,2/17/2021,5102
Wyoming,,2/18/2021,6396
Wyoming,,2/19/2021,8682
Wyoming,,2/20/2021,9854
Wyoming,,2/21/2021,7497
Wyoming,,2/22/2021,8885
Wyoming,,2/23/2021,8881
Wyoming,,2/24/2021,8931
Wyoming,,2/25/2021,8916
Wyoming,,2/26/2021,5249
Wyoming,,2/27/2021,5560
Wyoming,,2/28/2021,6647
Wyoming,,3/1/2021,5209
Wyoming,,3/2/2021,5088
Wyoming,,3/3/2021,6554
Wyoming,,3/4/2021,5344
Wyoming,,3/5/2021,5216
Wyoming,,3/6/2021,6396
Wyoming,,3/7/2021,5341
Wyoming,,3/8/2021,7119
Wyoming,,3/9/2021,7167
Wyoming,,3/10/2021,6730
Wyoming,,3/11/2021,6758
Wyoming,,3/12/2021,8028
Wyoming,,3/13/2021,7058
Wyoming,,3/14/2021,8361
