Entity,Code,Date,daily_vaccinations_per_million
Guam,GUM,2/10/2021,5496
Guam,GUM,2/11/2021,6829
Guam,GUM,2/12/2021,7366
Guam,GUM,2/13/2021,7577
Guam,GUM,2/14/2021,7800
Guam,GUM,2/15/2021,8053
Guam,GUM,2/16/2021,7396
Guam,GUM,2/17/2021,7378
Guam,GUM,2/18/2021,7480
Guam,GUM,2/19/2021,9465
Guam,GUM,2/20/2021,9169
Guam,GUM,2/21/2021,8494
Guam,GUM,2/22/2021,9067
Guam,GUM,2/23/2021,9477
Guam,GUM,2/24/2021,9055
Guam,GUM,2/25/2021,8608
Guam,GUM,2/26/2021,5001
Guam,GUM,2/27/2021,5049
Guam,GUM,2/28/2021,5803
Guam,GUM,3/1/2021,4886
Guam,GUM,3/2/2021,4223
Guam,GUM,3/3/2021,3378
Guam,GUM,3/4/2021,2992
Guam,GUM,3/5/2021,3191
Guam,GUM,3/6/2021,1924
Guam,GUM,3/7/2021,1098
Guam,GUM,3/8/2021,1146
Guam,GUM,3/9/2021,2582
Guam,GUM,3/10/2021,4259
Guam,GUM,3/11/2021,5110
Guam,GUM,3/12/2021,6280
Guam,GUM,3/13/2021,7673
Guam,GUM,3/14/2021,8645
Hawaii,,1/13/2021,2205
Hawaii,,1/14/2021,5121
Hawaii,,1/15/2021,3173
Hawaii,,1/16/2021,3130
Hawaii,,1/17/2021,3104
Hawaii,,1/18/2021,3086
Hawaii,,1/19/2021,3074
Hawaii,,1/20/2021,3565
Hawaii,,1/21/2021,3171
Hawaii,,1/22/2021,3817
Hawaii,,1/23/2021,3389
Hawaii,,1/24/2021,2960
Hawaii,,1/25/2021,3268
Hawaii,,1/26/2021,3007
Hawaii,,1/27/2021,2598
Hawaii,,1/28/2021,2475
Hawaii,,1/29/2021,2661
Hawaii,,1/30/2021,3603
Hawaii,,1/31/2021,4488
Hawaii,,2/1/2021,4414
Hawaii,,2/2/2021,4455
Hawaii,,2/3/2021,4641
Hawaii,,2/4/2021,4759
Hawaii,,2/5/2021,5907
Hawaii,,2/6/2021,5908
Hawaii,,2/7/2021,5830
Hawaii,,2/8/2021,5872
Hawaii,,2/9/2021,5662
Hawaii,,2/10/2021,5080
Hawaii,,2/11/2021,4996
Hawaii,,2/12/2021,3945
Hawaii,,2/13/2021,3907
Hawaii,,2/14/2021,3849
Hawaii,,2/15/2021,3748
Hawaii,,2/16/2021,4352
Hawaii,,2/17/2021,4710
Hawaii,,2/18/2021,4719
Hawaii,,2/19/2021,9339
Hawaii,,2/20/2021,9580
Hawaii,,2/21/2021,9865
Hawaii,,2/22/2021,10104
Hawaii,,2/23/2021,9729
Hawaii,,2/24/2021,9995
Hawaii,,2/25/2021,10242
Hawaii,,2/26/2021,5825
Hawaii,,2/27/2021,5854
Hawaii,,2/28/2021,6037
Hawaii,,3/1/2021,5885
Hawaii,,3/2/2021,5970
Hawaii,,3/3/2021,5996
Hawaii,,3/4/2021,6293
Hawaii,,3/5/2021,6345
Hawaii,,3/6/2021,6417
Hawaii,,3/7/2021,5371
Hawaii,,3/8/2021,6391
Hawaii,,3/9/2021,7197
Hawaii,,3/10/2021,7735
Hawaii,,3/11/2021,7872
Hawaii,,3/12/2021,8222
Hawaii,,3/13/2021,8346
Hawaii,,3/14/2021,9283
Idaho,,1/13/2021,1694
Idaho,,1/14/2021,1886
Idaho,,1/15/2021,2013
Idaho,,1/16/2021,2116
Idaho,,1/17/2021,2178
Idaho,,1/18/2021,2219
Idaho,,1/19/2021,2249
Idaho,,1/20/2021,2430
Idaho,,1/21/2021,2461
Idaho,,1/22/2021,2506
Idaho,,1/23/2021,2532
Idaho,,1/24/2021,2544
Idaho,,1/25/2021,2529
Idaho,,1/26/2021,2382
Idaho,,1/27/2021,2216
Idaho,,1/28/2021,2352
Idaho,,1/29/2021,2469
Idaho,,1/30/2021,2565
Idaho,,1/31/2021,2698
Idaho,,2/1/2021,2646
Idaho,,2/2/2021,2628
Idaho,,2/3/2021,2829
Idaho,,2/4/2021,3125
Idaho,,2/5/2021,4038
Idaho,,2/6/2021,4915
Idaho,,2/7/2021,5180
Idaho,,2/8/2021,5693
Idaho,,2/9/2021,5770
Idaho,,2/10/2021,5835
Idaho,,2/11/2021,5769
Idaho,,2/12/2021,4370
Idaho,,2/13/2021,3627
Idaho,,2/14/2021,4526
Idaho,,2/15/2021,4586
Idaho,,2/16/2021,5180
Idaho,,2/17/2021,5179
Idaho,,2/18/2021,5149
Idaho,,2/19/2021,7241
Idaho,,2/20/2021,7345
Idaho,,2/21/2021,6718
Idaho,,2/22/2021,6658
Idaho,,2/23/2021,6141
Idaho,,2/24/2021,6104
Idaho,,2/25/2021,6276
Idaho,,2/26/2021,4994
Idaho,,2/27/2021,5191
Idaho,,2/28/2021,5278
Idaho,,3/1/2021,5436
Idaho,,3/2/2021,5531
Idaho,,3/3/2021,5789
Idaho,,3/4/2021,5693
Idaho,,3/5/2021,6026
Idaho,,3/6/2021,6318
Idaho,,3/7/2021,6289
Idaho,,3/8/2021,6237
Idaho,,3/9/2021,6361
Idaho,,3/10/2021,6281
Idaho,,3/11/2021,6377
Idaho,,3/12/2021,6397
Idaho,,3/13/2021,6296
Idaho,,3/14/2021,6325
Illinois,,1/13/2021,1488
Illinois,,1/14/2021,2236
Illinois,,1/15/2021,2387
Illinois,,1/16/2021,2222
Illinois,,1/17/2021,2123
Illinois,,1/18/2021,2057
Illinois,,1/19/2021,2010
Illinois,,1/20/2021,1962
Illinois,,1/21/2021,1881
Illinois,,1/22/2021,1914
Illinois,,1/23/2021,2200
Illinois,,1/24/2021,2453
Illinois,,1/25/2021,2478
Illinois,,1/26/2021,2398
Illinois,,1/27/2021,2556
Illinois,,1/28/2021,2850
Illinois,,1/29/2021,3123
Illinois,,1/30/2021,3315
Illinois,,1/31/2021,3522
Illinois,,2/1/2021,3738
Illinois,,2/2/2021,3778
Illinois,,2/3/2021,3855
Illinois,,2/4/2021,4003
Illinois,,2/5/2021,4093
Illinois,,2/6/2021,4297
Illinois,,2/7/2021,4398
Illinois,,2/8/2021,4542
Illinois,,2/9/2021,4562
Illinois,,2/10/2021,4861
Illinois,,2/11/2021,4808
Illinois,,2/12/2021,4819
Illinois,,2/13/2021,4990
Illinois,,2/14/2021,5103
Illinois,,2/15/2021,5035
Illinois,,2/16/2021,5373
Illinois,,2/17/2021,5144
Illinois,,2/18/2021,4876
Illinois,,2/19/2021,5632
Illinois,,2/20/2021,5512
Illinois,,2/21/2021,5471
Illinois,,2/22/2021,5074
Illinois,,2/23/2021,5204
Illinois,,2/24/2021,5245
Illinois,,2/25/2021,5435
Illinois,,2/26/2021,5245
Illinois,,2/27/2021,5341
Illinois,,2/28/2021,5464
Illinois,,3/1/2021,6225
Illinois,,3/2/2021,6121
Illinois,,3/3/2021,6325
Illinois,,3/4/2021,6632
Illinois,,3/5/2021,6365
Illinois,,3/6/2021,6829
Illinois,,3/7/2021,7322
Illinois,,3/8/2021,7500
Illinois,,3/9/2021,7239
Illinois,,3/10/2021,7330
Illinois,,3/11/2021,7554
Illinois,,3/12/2021,8127
Illinois,,3/13/2021,9654
Illinois,,3/14/2021,8160
Indian Health Svc,,2/17/2021,5909
Indian Health Svc,,2/18/2021,5351
Indian Health Svc,,2/19/2021,4120
Indian Health Svc,,2/20/2021,3380
Indian Health Svc,,2/21/2021,3252
Indian Health Svc,,2/22/2021,4110
Indian Health Svc,,2/23/2021,4807
Indian Health Svc,,2/24/2021,5336
Indian Health Svc,,2/25/2021,5982
Indian Health Svc,,2/26/2021,7506
Indian Health Svc,,2/27/2021,8581
Indian Health Svc,,2/28/2021,8753
Indian Health Svc,,3/1/2021,8737
Indian Health Svc,,3/2/2021,8391
Indian Health Svc,,3/3/2021,8205
Indian Health Svc,,3/4/2021,7861
Indian Health Svc,,3/5/2021,7153
Indian Health Svc,,3/6/2021,7223
Indian Health Svc,,3/7/2021,6969
Indian Health Svc,,3/8/2021,6635
Indian Health Svc,,3/9/2021,6296
Indian Health Svc,,3/10/2021,6580
Indian Health Svc,,3/11/2021,6433
Indian Health Svc,,3/12/2021,6488
Indian Health Svc,,3/13/2021,6231
Indian Health Svc,,3/14/2021,6224
Indiana,,1/13/2021,2895
Indiana,,1/14/2021,3093
Indiana,,1/15/2021,3390
Indiana,,1/16/2021,3233
Indiana,,1/17/2021,3139
Indiana,,1/18/2021,3076
Indiana,,1/19/2021,3031
Indiana,,1/20/2021,3078
Indiana,,1/21/2021,3260
Indiana,,1/22/2021,3264
Indiana,,1/23/2021,3546
Indiana,,1/24/2021,3152
Indiana,,1/25/2021,3730
Indiana,,1/26/2021,3483
Indiana,,1/27/2021,3561
Indiana,,1/28/2021,3501
Indiana,,1/29/2021,3548
Indiana,,1/30/2021,3420
Indiana,,1/31/2021,3420
Indiana,,2/1/2021,2447
Indiana,,2/2/2021,2408
Indiana,,2/3/2021,2410
Indiana,,2/4/2021,2526
Indiana,,2/5/2021,2749
Indiana,,2/6/2021,3026
Indiana,,2/7/2021,3026
Indiana,,2/8/2021,3026
Indiana,,2/9/2021,3157
Indiana,,2/10/2021,3352
Indiana,,2/11/2021,3413
Indiana,,2/12/2021,3452
Indiana,,2/13/2021,5708
Indiana,,2/14/2021,6559
Indiana,,2/15/2021,6908
Indiana,,2/16/2021,7017
Indiana,,2/17/2021,6742
Indiana,,2/18/2021,6237
Indiana,,2/19/2021,6801
Indiana,,2/20/2021,4576
Indiana,,2/21/2021,4477
Indiana,,2/22/2021,4605
Indiana,,2/23/2021,4395
Indiana,,2/24/2021,5255
Indiana,,2/25/2021,7073
Indiana,,2/26/2021,6598
Indiana,,2/27/2021,6738
Indiana,,2/28/2021,6801
Indiana,,3/1/2021,6850
Indiana,,3/2/2021,6911
Indiana,,3/3/2021,6294
Indiana,,3/4/2021,5055
Indiana,,3/5/2021,5169
Indiana,,3/6/2021,5281
Indiana,,3/7/2021,5397
Indiana,,3/8/2021,5613
Indiana,,3/9/2021,5693
Indiana,,3/10/2021,5873
Indiana,,3/11/2021,5974
Indiana,,3/12/2021,5977
Indiana,,3/13/2021,6925
Indiana,,3/14/2021,5996
Iowa,,1/13/2021,4248
Iowa,,1/14/2021,2124
Iowa,,1/15/2021,2355
Iowa,,1/16/2021,2241
Iowa,,1/17/2021,2173
Iowa,,1/18/2021,2127
Iowa,,1/19/2021,2095
Iowa,,1/20/2021,1710
Iowa,,1/21/2021,2112
Iowa,,1/22/2021,2247
Iowa,,1/23/2021,2406
Iowa,,1/24/2021,2636
Iowa,,1/25/2021,2592
Iowa,,1/26/2021,2401
Iowa,,1/27/2021,2461
Iowa,,1/28/2021,2434
Iowa,,1/29/2021,2433
Iowa,,1/30/2021,2615
Iowa,,1/31/2021,2763
Iowa,,2/1/2021,2774
Iowa,,2/2/2021,2786
Iowa,,2/3/2021,2834
Iowa,,2/4/2021,3022
Iowa,,2/5/2021,3125
Iowa,,2/6/2021,3199
Iowa,,2/7/2021,3451
Iowa,,2/8/2021,3979
Iowa,,2/9/2021,4178
Iowa,,2/10/2021,4618
Iowa,,2/11/2021,4895
Iowa,,2/12/2021,5216
Iowa,,2/13/2021,5612
Iowa,,2/14/2021,5800
Iowa,,2/15/2021,5694
Iowa,,2/16/2021,6063
Iowa,,2/17/2021,5738
Iowa,,2/18/2021,5446
Iowa,,2/19/2021,6526
Iowa,,2/20/2021,6561
Iowa,,2/21/2021,6474
Iowa,,2/22/2021,6342
Iowa,,2/23/2021,5851
Iowa,,2/24/2021,5716
Iowa,,2/25/2021,5592
Iowa,,2/26/2021,4590
Iowa,,2/27/2021,4855
Iowa,,2/28/2021,5142
Iowa,,3/1/2021,5599
Iowa,,3/2/2021,5695
Iowa,,3/3/2021,5983
Iowa,,3/4/2021,6437
Iowa,,3/5/2021,6658
Iowa,,3/6/2021,7999
Iowa,,3/7/2021,8758
Iowa,,3/8/2021,9291
Iowa,,3/9/2021,9584
Iowa,,3/10/2021,9781
Iowa,,3/11/2021,10237
Iowa,,3/12/2021,10558
Iowa,,3/13/2021,11468
Iowa,,3/14/2021,9422
Kansas,,1/13/2021,2534
Kansas,,1/14/2021,2282
Kansas,,1/15/2021,2233
Kansas,,1/16/2021,2118
Kansas,,1/17/2021,2049
Kansas,,1/18/2021,2003
Kansas,,1/19/2021,1970
Kansas,,1/20/2021,1817
Kansas,,1/21/2021,1906
Kansas,,1/22/2021,1928
Kansas,,1/23/2021,2058
Kansas,,1/24/2021,2115
Kansas,,1/25/2021,2032
Kansas,,1/26/2021,1976
Kansas,,1/27/2021,2240
Kansas,,1/28/2021,2935
Kansas,,1/29/2021,2621
Kansas,,1/30/2021,3021
Kansas,,1/31/2021,3443
Kansas,,2/1/2021,3539
Kansas,,2/2/2021,3553
Kansas,,2/3/2021,3568
Kansas,,2/4/2021,2997
Kansas,,2/5/2021,3584
Kansas,,2/6/2021,3615
Kansas,,2/7/2021,3669
Kansas,,2/8/2021,3737
Kansas,,2/9/2021,3647
Kansas,,2/10/2021,3850
Kansas,,2/11/2021,3996
Kansas,,2/12/2021,4272
Kansas,,2/13/2021,4298
Kansas,,2/14/2021,4595
Kansas,,2/15/2021,4439
Kansas,,2/16/2021,4495
Kansas,,2/17/2021,4193
Kansas,,2/18/2021,4163
Kansas,,2/19/2021,5687
Kansas,,2/20/2021,5926
Kansas,,2/21/2021,5852
Kansas,,2/22/2021,5939
Kansas,,2/23/2021,5891
Kansas,,2/24/2021,6166
Kansas,,2/25/2021,6110
Kansas,,2/26/2021,4612
Kansas,,2/27/2021,4647
Kansas,,2/28/2021,4925
Kansas,,3/1/2021,5208
Kansas,,3/2/2021,5500
Kansas,,3/3/2021,5591
Kansas,,3/4/2021,5821
Kansas,,3/5/2021,5996
Kansas,,3/6/2021,6100
Kansas,,3/7/2021,6109
Kansas,,3/8/2021,5983
Kansas,,3/9/2021,5987
Kansas,,3/10/2021,6115
Kansas,,3/11/2021,6625
Kansas,,3/12/2021,8052
Kansas,,3/13/2021,7000
Kansas,,3/14/2021,8148
Kentucky,,1/13/2021,2310
Kentucky,,1/14/2021,2630
Kentucky,,1/15/2021,3181
Kentucky,,1/16/2021,2963
Kentucky,,1/17/2021,2833
Kentucky,,1/18/2021,2746
Kentucky,,1/19/2021,2683
Kentucky,,1/20/2021,2606
Kentucky,,1/21/2021,2543
Kentucky,,1/22/2021,2539
Kentucky,,1/23/2021,2746
Kentucky,,1/24/2021,3329
Kentucky,,1/25/2021,3253
Kentucky,,1/26/2021,3075
Kentucky,,1/27/2021,3176
Kentucky,,1/28/2021,3423
Kentucky,,1/29/2021,3597
Kentucky,,1/30/2021,3678
Kentucky,,1/31/2021,3364
Kentucky,,2/1/2021,3456
Kentucky,,2/2/2021,3433
Kentucky,,2/3/2021,3586
Kentucky,,2/4/2021,3632
Kentucky,,2/5/2021,3745
Kentucky,,2/6/2021,4194
Kentucky,,2/7/2021,4593
Kentucky,,2/8/2021,4769
Kentucky,,2/9/2021,4767
Kentucky,,2/10/2021,4782
Kentucky,,2/11/2021,4874
Kentucky,,2/12/2021,4884
Kentucky,,2/13/2021,4241
Kentucky,,2/14/2021,4170
Kentucky,,2/15/2021,4173
Kentucky,,2/16/2021,4570
Kentucky,,2/17/2021,4314
Kentucky,,2/18/2021,3772
Kentucky,,2/19/2021,4559
Kentucky,,2/20/2021,4705
Kentucky,,2/21/2021,4644
Kentucky,,2/22/2021,4615
Kentucky,,2/23/2021,4472
Kentucky,,2/24/2021,4956
Kentucky,,2/25/2021,5809
Kentucky,,2/26/2021,5310
Kentucky,,2/27/2021,5876
Kentucky,,2/28/2021,6268
Kentucky,,3/1/2021,6629
Kentucky,,3/2/2021,6708
Kentucky,,3/3/2021,6631
Kentucky,,3/4/2021,6700
Kentucky,,3/5/2021,6956
Kentucky,,3/6/2021,7317
Kentucky,,3/7/2021,7486
Kentucky,,3/8/2021,7579
Kentucky,,3/9/2021,7438
Kentucky,,3/10/2021,7565
Kentucky,,3/11/2021,7665
Kentucky,,3/12/2021,7626
Kentucky,,3/13/2021,9039
Kentucky,,3/14/2021,7762
Louisiana,,1/13/2021,2886
Louisiana,,1/14/2021,3554
Louisiana,,1/15/2021,3958
Louisiana,,1/16/2021,3743
Louisiana,,1/17/2021,3614
Louisiana,,1/18/2021,3528
Louisiana,,1/19/2021,3467
Louisiana,,1/20/2021,3325
Louisiana,,1/21/2021,3183
Louisiana,,1/22/2021,3063
Louisiana,,1/23/2021,3154
Louisiana,,1/24/2021,3298
Louisiana,,1/25/2021,3081
Louisiana,,1/26/2021,2768
Louisiana,,1/27/2021,2899
Louisiana,,1/28/2021,2965
Louisiana,,1/29/2021,3093
Louisiana,,1/30/2021,3254
Louisiana,,1/31/2021,3369
Louisiana,,2/1/2021,3741
Louisiana,,2/2/2021,4005
Louisiana,,2/3/2021,4001
Louisiana,,2/4/2021,4120
Louisiana,,2/5/2021,4243
Louisiana,,2/6/2021,4604
Louisiana,,2/7/2021,4801
Louisiana,,2/8/2021,4636
Louisiana,,2/9/2021,4416
Louisiana,,2/10/2021,4611
Louisiana,,2/11/2021,3965
Louisiana,,2/12/2021,5061
Louisiana,,2/13/2021,5067
Louisiana,,2/14/2021,5200
Louisiana,,2/15/2021,5010
Louisiana,,2/16/2021,5078
Louisiana,,2/17/2021,4688
Louisiana,,2/18/2021,4809
Louisiana,,2/19/2021,4869
Louisiana,,2/20/2021,4365
Louisiana,,2/21/2021,3852
Louisiana,,2/22/2021,3877
Louisiana,,2/23/2021,3760
Louisiana,,2/24/2021,3971
Louisiana,,2/25/2021,4545
Louisiana,,2/26/2021,3647
Louisiana,,2/27/2021,4354
Louisiana,,2/28/2021,4992
Louisiana,,3/1/2021,5327
Louisiana,,3/2/2021,5444
Louisiana,,3/3/2021,5741
Louisiana,,3/4/2021,6012
Louisiana,,3/5/2021,6174
Louisiana,,3/6/2021,4933
Louisiana,,3/7/2021,3810
Louisiana,,3/8/2021,6186
Louisiana,,3/9/2021,6203
Louisiana,,3/10/2021,6197
Louisiana,,3/11/2021,6194
Louisiana,,3/12/2021,6172
Louisiana,,3/13/2021,8738
Louisiana,,3/14/2021,8710
Maine,,1/13/2021,1713
Maine,,1/14/2021,2300
Maine,,1/15/2021,1533
Maine,,1/16/2021,1747
Maine,,1/17/2021,1876
Maine,,1/18/2021,1962
Maine,,1/19/2021,2023
Maine,,1/20/2021,2011
Maine,,1/21/2021,2059
Maine,,1/22/2021,2685
Maine,,1/23/2021,3046
Maine,,1/24/2021,3429
Maine,,1/25/2021,3540
Maine,,1/26/2021,3289
Maine,,1/27/2021,3509
Maine,,1/28/2021,3687
Maine,,1/29/2021,3912
Maine,,1/30/2021,4152
Maine,,1/31/2021,4308
Maine,,2/1/2021,4434
Maine,,2/2/2021,4342
Maine,,2/3/2021,3890
Maine,,2/4/2021,4065
Maine,,2/5/2021,3829
Maine,,2/6/2021,3886
Maine,,2/7/2021,4048
Maine,,2/8/2021,3471
Maine,,2/9/2021,4435
Maine,,2/10/2021,5044
Maine,,2/11/2021,4231
Maine,,2/12/2021,3615
Maine,,2/13/2021,2616
Maine,,2/14/2021,1573
Maine,,2/15/2021,3958
Maine,,2/16/2021,5380
Maine,,2/17/2021,5228
Maine,,2/18/2021,5228
Maine,,2/19/2021,7962
Maine,,2/20/2021,7979
Maine,,2/21/2021,8018
Maine,,2/22/2021,8653
Maine,,2/23/2021,6514
Maine,,2/24/2021,6686
Maine,,2/25/2021,6690
Maine,,2/26/2021,3966
Maine,,2/27/2021,6805
Maine,,2/28/2021,6834
Maine,,3/1/2021,3921
Maine,,3/2/2021,3708
Maine,,3/3/2021,3091
Maine,,3/4/2021,3096
Maine,,3/5/2021,8145
Maine,,3/6/2021,7030
Maine,,3/7/2021,7071
Maine,,3/8/2021,9930
Maine,,3/9/2021,10404
Maine,,3/10/2021,11371
Maine,,3/11/2021,11485
Maine,,3/12/2021,10034
Maine,,3/13/2021,8396
Maine,,3/14/2021,11782
Marshall Islands,MHL,1/13/2021,171
Marshall Islands,MHL,1/14/2021,86
Marshall Islands,MHL,1/15/2021,103
Marshall Islands,MHL,1/16/2021,753
Marshall Islands,MHL,1/17/2021,1130
Marshall Islands,MHL,1/18/2021,1387
Marshall Islands,MHL,1/19/2021,1575
Marshall Islands,MHL,1/20/2021,2123
Marshall Islands,MHL,1/21/2021,3287
Marshall Islands,MHL,1/22/2021,4348
Marshall Islands,MHL,1/23/2021,5033
Marshall Islands,MHL,1/24/2021,5204
Marshall Islands,MHL,1/25/2021,4828
Marshall Islands,MHL,1/26/2021,4896
Marshall Islands,MHL,1/27/2021,4948
Marshall Islands,MHL,1/28/2021,4314
Marshall Islands,MHL,1/29/2021,3646
Marshall Islands,MHL,1/30/2021,2739
Marshall Islands,MHL,1/31/2021,2517
Marshall Islands,MHL,2/1/2021,2517
Marshall Islands,MHL,2/2/2021,2380
Marshall Islands,MHL,2/3/2021,1763
Marshall Islands,MHL,2/4/2021,1643
Marshall Islands,MHL,2/5/2021,1524
Marshall Islands,MHL,2/6/2021,1832
Marshall Islands,MHL,2/7/2021,1900
Marshall Islands,MHL,2/8/2021,1900
Marshall Islands,MHL,2/9/2021,2174
Marshall Islands,MHL,2/10/2021,2448
Marshall Islands,MHL,2/11/2021,2465
Marshall Islands,MHL,2/12/2021,2585
Marshall Islands,MHL,2/13/2021,2414
Marshall Islands,MHL,2/14/2021,2517
Marshall Islands,MHL,2/15/2021,3150
Marshall Islands,MHL,2/16/2021,3201
Marshall Islands,MHL,2/17/2021,2927
Marshall Islands,MHL,2/18/2021,3253
Marshall Islands,MHL,2/19/2021,4417
Marshall Islands,MHL,2/20/2021,4896
Marshall Islands,MHL,2/21/2021,6796
Marshall Islands,MHL,2/22/2021,6677
Marshall Islands,MHL,2/23/2021,7361
Marshall Islands,MHL,2/24/2021,8645
Marshall Islands,MHL,2/25/2021,8799
Marshall Islands,MHL,2/26/2021,8132
Marshall Islands,MHL,2/27/2021,7361
Marshall Islands,MHL,2/28/2021,6060
Marshall Islands,MHL,3/1/2021,5547
Marshall Islands,MHL,3/2/2021,4622
Marshall Islands,MHL,3/3/2021,3321
Marshall Islands,MHL,3/4/2021,4280
Marshall Islands,MHL,3/5/2021,4520
Marshall Islands,MHL,3/6/2021,6231
Marshall Islands,MHL,3/7/2021,6231
Marshall Islands,MHL,3/8/2021,6231
Marshall Islands,MHL,3/9/2021,7755
Marshall Islands,MHL,3/10/2021,8885
Marshall Islands,MHL,3/11/2021,8320
Marshall Islands,MHL,3/12/2021,8080
Marshall Islands,MHL,3/13/2021,6642
Marshall Islands,MHL,3/14/2021,5547
Maryland,,1/13/2021,5264
Maryland,,1/14/2021,2632
Maryland,,1/15/2021,2673
Maryland,,1/16/2021,2551
Maryland,,1/17/2021,2478
Maryland,,1/18/2021,2430
Maryland,,1/19/2021,2395
Maryland,,1/20/2021,1892
Maryland,,1/21/2021,2218
Maryland,,1/22/2021,2193
Maryland,,1/23/2021,2351
Maryland,,1/24/2021,2774
Maryland,,1/25/2021,2752
Maryland,,1/26/2021,2786
Maryland,,1/27/2021,3098
Maryland,,1/28/2021,3315
Maryland,,1/29/2021,3664
Maryland,,1/30/2021,3979
Maryland,,1/31/2021,3944
Maryland,,2/1/2021,4193
Maryland,,2/2/2021,4053
Maryland,,2/3/2021,3714
Maryland,,2/4/2021,3630
Maryland,,2/5/2021,3594
Maryland,,2/6/2021,3569
Maryland,,2/7/2021,3771
Maryland,,2/8/2021,3663
Maryland,,2/9/2021,3684
Maryland,,2/10/2021,4129
Maryland,,2/11/2021,4245
Maryland,,2/12/2021,4351
Maryland,,2/13/2021,4381
Maryland,,2/14/2021,4394
Maryland,,2/15/2021,4399
Maryland,,2/16/2021,4607
Maryland,,2/17/2021,4301
Maryland,,2/18/2021,4374
Maryland,,2/19/2021,5495
Maryland,,2/20/2021,5724
Maryland,,2/21/2021,5595
Maryland,,2/22/2021,5720
Maryland,,2/23/2021,5778
Maryland,,2/24/2021,6068
Maryland,,2/25/2021,6346
Maryland,,2/26/2021,5395
Maryland,,2/27/2021,5345
Maryland,,2/28/2021,5629
Maryland,,3/1/2021,5969
Maryland,,3/2/2021,6094
Maryland,,3/3/2021,6959
Maryland,,3/4/2021,7051
Maryland,,3/5/2021,7295
Maryland,,3/6/2021,7696
Maryland,,3/7/2021,7553
Maryland,,3/8/2021,7269
Maryland,,3/9/2021,7672
Maryland,,3/10/2021,7245
Maryland,,3/11/2021,7438
Maryland,,3/12/2021,7350
Maryland,,3/13/2021,7462
Maryland,,3/14/2021,7476
Massachusetts,,1/13/2021,1938
Massachusetts,,1/14/2021,2132
Massachusetts,,1/15/2021,2568
Massachusetts,,1/16/2021,2485
Massachusetts,,1/17/2021,2436
Massachusetts,,1/18/2021,2403
Massachusetts,,1/19/2021,2379
Massachusetts,,1/20/2021,2343
Massachusetts,,1/21/2021,2480
Massachusetts,,1/22/2021,2351
Massachusetts,,1/23/2021,2495
Massachusetts,,1/24/2021,2731
Massachusetts,,1/25/2021,2698
Massachusetts,,1/26/2021,2566
Massachusetts,,1/27/2021,2773
Massachusetts,,1/28/2021,2844
Massachusetts,,1/29/2021,3106
Massachusetts,,1/30/2021,3194
Massachusetts,,1/31/2021,3303
Massachusetts,,2/1/2021,3634
Massachusetts,,2/2/2021,3788
Massachusetts,,2/3/2021,3341
Massachusetts,,2/4/2021,3370
Massachusetts,,2/5/2021,3411
Massachusetts,,2/6/2021,3732
Massachusetts,,2/7/2021,4168
Massachusetts,,2/8/2021,4092
Massachusetts,,2/9/2021,4286
Massachusetts,,2/10/2021,5357
Massachusetts,,2/11/2021,5631
Massachusetts,,2/12/2021,5754
Massachusetts,,2/13/2021,5854
Massachusetts,,2/14/2021,6328
Massachusetts,,2/15/2021,6422
Massachusetts,,2/16/2021,6521
Massachusetts,,2/17/2021,5937
Massachusetts,,2/18/2021,6015
Massachusetts,,2/19/2021,7331
Massachusetts,,2/20/2021,7583
Massachusetts,,2/21/2021,7066
Massachusetts,,2/22/2021,7312
Massachusetts,,2/23/2021,7321
Massachusetts,,2/24/2021,7527
Massachusetts,,2/25/2021,7500
Massachusetts,,2/26/2021,6406
Massachusetts,,2/27/2021,6402
Massachusetts,,2/28/2021,6413
Massachusetts,,3/1/2021,6934
Massachusetts,,3/2/2021,7000
Massachusetts,,3/3/2021,7267
Massachusetts,,3/4/2021,7552
Massachusetts,,3/5/2021,7881
Massachusetts,,3/6/2021,8243
Massachusetts,,3/7/2021,8548
Massachusetts,,3/8/2021,8198
Massachusetts,,3/9/2021,8049
Massachusetts,,3/10/2021,8908
Massachusetts,,3/11/2021,9022
Massachusetts,,3/12/2021,9072
Massachusetts,,3/13/2021,9942
Massachusetts,,3/14/2021,8568
Michigan,,1/13/2021,6392
Michigan,,1/14/2021,4984
Michigan,,1/15/2021,4556
Michigan,,1/16/2021,4164
Michigan,,1/17/2021,3929
Michigan,,1/18/2021,3773
Michigan,,1/19/2021,3661
Michigan,,1/20/2021,3105
Michigan,,1/21/2021,3170
Michigan,,1/22/2021,3308
Michigan,,1/23/2021,3700
Michigan,,1/24/2021,3882
Michigan,,1/25/2021,3915
Michigan,,1/26/2021,3700
Michigan,,1/27/2021,3768
Michigan,,1/28/2021,3799
Michigan,,1/29/2021,3879
Michigan,,1/30/2021,3859
Michigan,,1/31/2021,4030
Michigan,,2/1/2021,3978
Michigan,,2/2/2021,3908
Michigan,,2/3/2021,3866
Michigan,,2/4/2021,3782
Michigan,,2/5/2021,3827
Michigan,,2/6/2021,3873
Michigan,,2/7/2021,3932
Michigan,,2/8/2021,3960
Michigan,,2/9/2021,4211
Michigan,,2/10/2021,4530
Michigan,,2/11/2021,4767
Michigan,,2/12/2021,4741
Michigan,,2/13/2021,4930
Michigan,,2/14/2021,5050
Michigan,,2/15/2021,4987
